epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,143073,1.20589,0.54192,0.00198,0.91395,0.78812,0.8334,0.64669,1.00302,0.40197,0.00191,0.003895,0.003895,0.003895
187,145537,1.20063,0.5588,0.00194,0.91185,0.79154,0.83328,0.64667,1.00319,0.40126,0.00191,0.003862,0.003862,0.003862
188,147946,1.21102,0.54867,0.00193,0.91129,0.79259,0.83392,0.64763,1.0035,0.40032,0.00191,0.003829,0.003829,0.003829
189,150321,1.20315,0.54809,0.00203,0.91709,0.78828,0.83499,0.6469,1.00287,0.39969,0.00192,0.003796,0.003796,0.003796
190,152815,1.20889,0.56972,0.00195,0.91114,0.79527,0.83525,0.64791,1.00304,0.39886,0.00192,0.003763,0.003763,0.003763
191,155319,1.19506,0.54159,0.00202,0.9193,0.78952,0.83637,0.64847,1.00334,0.39863,0.00192,0.00373,0.00373,0.00373
192,157829,1.20714,0.54639,0.00199,0.91672,0.79103,0.83647,0.64812,1.00323,0.39853,0.00192,0.003697,0.003697,0.003697
193,160349,1.19929,0.55352,0.00206,0.91802,0.79029,0.83711,0.64896,1.00359,0.39755,0.00192,0.003664,0.003664,0.003664
194,162863,1.19945,0.53988,0.00198,0.9244,0.78798,0.8381,0.64974,1.00435,0.39645,0.00192,0.003631,0.003631,0.003631
195,165318,1.20341,0.56114,0.00198,0.92278,0.78887,0.83917,0.65075,1.00435,0.39703,0.00192,0.003598,0.003598,0.003598
196,167839,1.20767,0.52998,0.00201,0.92489,0.78717,0.83834,0.6503,1.00322,0.39709,0.00191,0.003565,0.003565,0.003565
197,170345,1.20413,0.54928,0.00198,0.92423,0.78826,0.83692,0.65,1.00332,0.39609,0.00191,0.003532,0.003532,0.003532
198,172857,1.19821,0.53506,0.00193,0.92381,0.78824,0.83817,0.65136,1.00349,0.396,0.00191,0.003499,0.003499,0.003499
199,175578,1.17972,0.53003,0.00201,0.92291,0.78889,0.83869,0.65182,1.00262,0.39661,0.00191,0.003466,0.003466,0.003466
200,178301,1.2034,0.55073,0.00201,0.92274,0.78894,0.83752,0.65067,1.00251,0.39621,0.00191,0.003433,0.003433,0.003433
201,180922,1.19956,0.54344,0.00193,0.92263,0.78952,0.83791,0.65074,1.00206,0.39609,0.00191,0.0034,0.0034,0.0034
202,183575,1.20109,0.54092,0.00202,0.92477,0.78994,0.83845,0.65146,1.00152,0.3951,0.00191,0.003367,0.003367,0.003367
203,185994,1.18814,0.53616,0.00194,0.92632,0.79129,0.83884,0.65107,1.00067,0.39452,0.00191,0.003334,0.003334,0.003334
204,188458,1.19922,0.54166,0.00189,0.92665,0.79066,0.8412,0.65319,0.99968,0.39393,0.00191,0.003301,0.003301,0.003301
205,190909,1.19001,0.54722,0.002,0.92962,0.78919,0.84173,0.65372,0.99967,0.39332,0.00191,0.003268,0.003268,0.003268
206,193378,1.18531,0.53962,0.00198,0.92723,0.79037,0.84221,0.65384,0.99922,0.39258,0.00191,0.003235,0.003235,0.003235
207,195749,1.17234,0.52361,0.00197,0.92557,0.79339,0.84264,0.6547,0.99886,0.39289,0.00191,0.003202,0.003202,0.003202
208,198166,1.19142,0.5389,0.002,0.92532,0.7927,0.84357,0.6559,0.99893,0.39243,0.00191,0.003169,0.003169,0.003169
209,200502,1.18573,0.53865,0.00193,0.93119,0.78761,0.84325,0.65536,0.99895,0.39093,0.00191,0.003136,0.003136,0.003136
210,202998,1.18776,0.53299,0.00194,0.92649,0.79127,0.84303,0.65532,0.99884,0.39076,0.00191,0.003103,0.003103,0.003103
211,205359,1.18973,0.53022,0.00191,0.92607,0.79099,0.84312,0.6549,0.99891,0.39112,0.00191,0.00307,0.00307,0.00307
212,207800,1.18113,0.53755,0.00199,0.92867,0.78919,0.8429,0.65542,0.99834,0.39195,0.0019,0.003037,0.003037,0.003037
213,210160,1.18137,0.52962,0.00201,0.92761,0.79249,0.84348,0.65626,0.99845,0.39082,0.0019,0.003004,0.003004,0.003004
214,212417,1.194,0.5235,0.00191,0.92731,0.79222,0.84345,0.65594,0.99838,0.39068,0.0019,0.002971,0.002971,0.002971
215,214875,1.18587,0.53403,0.00187,0.92701,0.79289,0.83942,0.65234,0.9974,0.39072,0.0019,0.002938,0.002938,0.002938
216,217233,1.17853,0.52983,0.002,0.92742,0.79323,0.8437,0.65625,0.99737,0.39016,0.0019,0.002905,0.002905,0.002905
217,219480,1.16938,0.51691,0.00185,0.92955,0.78897,0.84325,0.65597,0.99616,0.39044,0.00189,0.002872,0.002872,0.002872
218,221936,1.18398,0.52519,0.00191,0.92985,0.78954,0.84066,0.6539,0.99555,0.38995,0.00189,0.002839,0.002839,0.002839
219,224349,1.17831,0.5214,0.00186,0.92697,0.79267,0.84413,0.65751,0.99512,0.38931,0.00189,0.002806,0.002806,0.002806
220,226605,1.17727,0.52183,0.00189,0.92279,0.79496,0.84364,0.6574,0.99499,0.38954,0.00189,0.002773,0.002773,0.002773
221,228922,1.17647,0.51958,0.00195,0.92846,0.79125,0.84408,0.65823,0.99509,0.38964,0.00189,0.00274,0.00274,0.00274
222,231340,1.16963,0.51572,0.00182,0.92781,0.79065,0.84374,0.65804,0.99489,0.3901,0.00189,0.002707,0.002707,0.002707
223,233735,1.17944,0.52701,0.00188,0.92699,0.79176,0.84375,0.65854,0.99447,0.38881,0.00188,0.002674,0.002674,0.002674
224,235967,1.18109,0.51787,0.00202,0.92711,0.79331,0.84389,0.65819,0.99419,0.38857,0.00188,0.002641,0.002641,0.002641
225,238459,1.1926,0.52643,0.0019,0.92754,0.79382,0.84374,0.65887,0.99421,0.38725,0.00188,0.002608,0.002608,0.002608
226,240732,1.17535,0.51029,0.00188,0.92114,0.79902,0.84394,0.65921,0.99463,0.38664,0.00189,0.002575,0.002575,0.002575
227,243209,1.18004,0.52209,0.00191,0.92349,0.79813,0.84315,0.65903,0.99457,0.38647,0.00189,0.002542,0.002542,0.002542
228,245568,1.17235,0.52398,0.00198,0.92452,0.79772,0.84378,0.65929,0.99444,0.38572,0.00188,0.002509,0.002509,0.002509
229,247967,1.16976,0.52166,0.00193,0.9211,0.79766,0.84449,0.65942,0.99459,0.38553,0.00189,0.002476,0.002476,0.002476
230,250333,1.16886,0.51594,0.00188,0.92583,0.79424,0.84444,0.65922,0.99489,0.38464,0.00189,0.002443,0.002443,0.002443
231,252777,1.16911,0.51494,0.00182,0.92782,0.794,0.84508,0.66029,0.9949,0.38402,0.00188,0.00241,0.00241,0.00241
232,255143,1.16471,0.49751,0.00185,0.92882,0.79313,0.8452,0.66066,0.99426,0.38461,0.00188,0.002377,0.002377,0.002377
233,257583,1.16706,0.51769,0.00187,0.92764,0.79265,0.84455,0.66031,0.99486,0.38445,0.00188,0.002344,0.002344,0.002344
234,259946,1.17348,0.51342,0.00186,0.92473,0.79526,0.84465,0.65998,0.99409,0.38408,0.00188,0.002311,0.002311,0.002311
235,262561,1.17262,0.50795,0.00184,0.9224,0.79977,0.84452,0.66003,0.99379,0.3842,0.00188,0.002278,0.002278,0.002278
236,265514,1.16863,0.50993,0.00181,0.92436,0.79704,0.84399,0.65955,0.99359,0.38386,0.00188,0.002245,0.002245,0.002245
237,268471,1.17098,0.50363,0.00187,0.92524,0.79712,0.84408,0.65927,0.99341,0.38452,0.00188,0.002212,0.002212,0.002212
238,270966,1.15676,0.50197,0.00181,0.92565,0.79505,0.84421,0.65943,0.99345,0.38421,0.00188,0.002179,0.002179,0.002179
239,273461,1.14925,0.50656,0.00187,0.92808,0.79373,0.84454,0.65988,0.99301,0.38329,0.00188,0.002146,0.002146,0.002146
240,275904,1.15193,0.49593,0.00188,0.92915,0.79358,0.8451,0.65978,0.99312,0.38295,0.00188,0.002113,0.002113,0.002113
241,278270,1.1595,0.50115,0.00181,0.93099,0.79179,0.84582,0.66065,0.99215,0.38275,0.00188,0.00208,0.00208,0.00208
242,280527,1.15223,0.50658,0.00186,0.93006,0.79239,0.8469,0.66119,0.99189,0.38259,0.00188,0.002047,0.002047,0.002047
243,283002,1.17037,0.49874,0.00182,0.927,0.79505,0.84744,0.66168,0.9915,0.38242,0.00188,0.002014,0.002014,0.002014
244,285481,1.1476,0.49629,0.00192,0.9288,0.79532,0.84789,0.66193,0.99066,0.38134,0.00188,0.001981,0.001981,0.001981
245,287810,1.15114,0.48426,0.00184,0.92841,0.79484,0.84656,0.66125,0.99095,0.38136,0.00188,0.001948,0.001948,0.001948
246,290290,1.14959,0.49329,0.00177,0.92676,0.79773,0.84374,0.65881,0.99031,0.38198,0.00188,0.001915,0.001915,0.001915
247,292738,1.14782,0.48622,0.00179,0.92646,0.79988,0.84379,0.65963,0.99005,0.38067,0.00188,0.001882,0.001882,0.001882
248,295100,1.15531,0.50345,0.00182,0.92511,0.79959,0.84806,0.66347,0.98978,0.38085,0.00188,0.001849,0.001849,0.001849
249,297504,1.14597,0.483,0.00178,0.92868,0.79678,0.84859,0.66435,0.98949,0.38065,0.00188,0.001816,0.001816,0.001816
250,299867,1.14949,0.49295,0.00177,0.92538,0.79852,0.84898,0.66463,0.98914,0.37937,0.00188,0.001783,0.001783,0.001783
251,302237,1.13561,0.48499,0.00181,0.84778,0.82821,0.85015,0.6655,0.98932,0.37968,0.00188,0.00175,0.00175,0.00175
252,304577,1.14441,0.48146,0.00186,0.84302,0.82963,0.85137,0.6662,0.98937,0.37954,0.00188,0.001717,0.001717,0.001717
253,306948,1.14216,0.48304,0.00184,0.92733,0.79986,0.84795,0.6629,0.98948,0.37893,0.00188,0.001684,0.001684,0.001684
254,309292,1.13723,0.48108,0.00172,0.92799,0.79789,0.84938,0.66404,0.98919,0.37862,0.00188,0.001651,0.001651,0.001651
255,311686,1.14733,0.48513,0.00182,0.9181,0.80479,0.8559,0.66971,0.9891,0.37815,0.00188,0.001618,0.001618,0.001618
256,314148,1.12893,0.47357,0.00178,0.9338,0.79561,0.8545,0.66814,0.98835,0.37711,0.00188,0.001585,0.001585,0.001585
257,316567,1.14337,0.48694,0.00175,0.84776,0.82331,0.85872,0.67171,0.98838,0.37644,0.00188,0.001552,0.001552,0.001552
258,318959,1.12963,0.47711,0.00176,0.85879,0.82,0.85807,0.67139,0.98782,0.37698,0.00188,0.001519,0.001519,0.001519
259,321377,1.13108,0.48682,0.00183,0.89086,0.81484,0.8569,0.67076,0.98751,0.37696,0.00189,0.001486,0.001486,0.001486
260,323655,1.13146,0.47231,0.00169,0.89945,0.81106,0.85719,0.67115,0.98762,0.37643,0.00188,0.001453,0.001453,0.001453
261,325903,1.12137,0.46834,0.00173,0.90749,0.81068,0.85831,0.67173,0.98703,0.37644,0.00188,0.00142,0.00142,0.00142
262,328287,1.12804,0.47418,0.0018,0.91344,0.80384,0.85799,0.6716,0.98614,0.37553,0.00188,0.001387,0.001387,0.001387
263,330596,1.12148,0.46086,0.00173,0.91023,0.80313,0.85805,0.67235,0.98564,0.37485,0.00188,0.001354,0.001354,0.001354
264,332853,1.12028,0.46009,0.00171,0.90752,0.80389,0.85904,0.67241,0.98584,0.3741,0.00188,0.001321,0.001321,0.001321
265,335202,1.13162,0.45833,0.00172,0.91241,0.80355,0.85893,0.67282,0.98605,0.37186,0.00188,0.001288,0.001288,0.001288
266,337602,1.1228,0.46371,0.00176,0.91367,0.80375,0.85857,0.67296,0.98562,0.37164,0.00188,0.001255,0.001255,0.001255
267,340061,1.12162,0.46473,0.00174,0.90658,0.80922,0.85861,0.67308,0.98553,0.37151,0.00187,0.001222,0.001222,0.001222
268,342406,1.11381,0.45166,0.00168,0.91049,0.80763,0.85798,0.673,0.98569,0.3703,0.00187,0.001189,0.001189,0.001189
269,345020,1.10811,0.4591,0.00172,0.91334,0.80813,0.85746,0.67247,0.98571,0.37063,0.00187,0.001156,0.001156,0.001156
270,347456,1.10688,0.4487,0.00163,0.91289,0.80729,0.85762,0.67298,0.98543,0.37054,0.00187,0.001123,0.001123,0.001123
271,350089,1.10318,0.45131,0.0017,0.92142,0.80626,0.86,0.67502,0.98538,0.37054,0.00187,0.00109,0.00109,0.00109
272,353064,1.10408,0.45033,0.00167,0.9198,0.80907,0.8598,0.67526,0.98528,0.37001,0.00188,0.001057,0.001057,0.001057
273,356093,1.11056,0.45522,0.00169,0.91911,0.81089,0.86213,0.67726,0.98511,0.36947,0.00187,0.001024,0.001024,0.001024
274,358726,1.10337,0.44876,0.00167,0.92334,0.80386,0.86159,0.67754,0.98433,0.36972,0.00187,0.000991,0.000991,0.000991
275,361372,1.10621,0.44934,0.0017,0.87197,0.81442,0.86146,0.6776,0.98445,0.36969,0.00186,0.000958,0.000958,0.000958
276,363914,1.09528,0.45002,0.00172,0.91186,0.81244,0.86288,0.67722,0.98469,0.36893,0.00186,0.000925,0.000925,0.000925
277,366411,1.09377,0.43575,0.00158,0.90636,0.81603,0.86389,0.67803,0.98429,0.36868,0.00186,0.000892,0.000892,0.000892
278,368921,1.08394,0.43318,0.00159,0.92205,0.80471,0.86667,0.68156,0.98413,0.36878,0.00186,0.000859,0.000859,0.000859
279,371420,1.10025,0.43223,0.00164,0.91314,0.80775,0.86326,0.67928,0.98427,0.36768,0.00186,0.000826,0.000826,0.000826
280,373891,1.09549,0.44637,0.00166,0.91736,0.80379,0.86373,0.67984,0.98378,0.36691,0.00185,0.000793,0.000793,0.000793
281,376372,1.08694,0.44018,0.00161,0.9045,0.80362,0.86367,0.67977,0.98403,0.36628,0.00185,0.00076,0.00076,0.00076
282,378852,1.0902,0.42916,0.00155,0.89236,0.80561,0.86335,0.67885,0.98332,0.36617,0.00185,0.000727,0.000727,0.000727
283,381348,1.0745,0.42518,0.00161,0.89753,0.80552,0.86147,0.6771,0.98383,0.36551,0.00185,0.000694,0.000694,0.000694
284,383839,1.0737,0.42833,0.00168,0.90517,0.8065,0.86069,0.67633,0.98351,0.36449,0.00185,0.000661,0.000661,0.000661
285,386316,1.08404,0.42589,0.00156,0.89186,0.80797,0.85982,0.67604,0.98329,0.36513,0.00185,0.000628,0.000628,0.000628
286,388795,1.08104,0.42512,0.00155,0.89292,0.80701,0.8607,0.67672,0.98325,0.36453,0.00185,0.000595,0.000595,0.000595
287,391287,1.07773,0.4218,0.00154,0.87597,0.81224,0.86157,0.67753,0.98334,0.36397,0.00185,0.000562,0.000562,0.000562
288,393780,1.07979,0.43151,0.00158,0.85755,0.82511,0.86216,0.67794,0.98303,0.36347,0.00185,0.000529,0.000529,0.000529
289,396288,1.07055,0.43071,0.00168,0.8403,0.84445,0.86282,0.67868,0.98217,0.36324,0.00185,0.000496,0.000496,0.000496
290,398778,1.06338,0.41833,0.00155,0.87825,0.8288,0.86405,0.6794,0.98193,0.36323,0.00185,0.000463,0.000463,0.000463
291,401326,1.02775,0.36594,0.00147,0.84977,0.83944,0.86296,0.6793,0.98044,0.36214,0.00185,0.00043,0.00043,0.00043
292,403488,1.01687,0.35863,0.00145,0.85647,0.82931,0.86135,0.67753,0.97969,0.36208,0.00185,0.000397,0.000397,0.000397
293,405999,1.01968,0.35933,0.00145,0.85897,0.82468,0.86308,0.67908,0.97882,0.36191,0.00185,0.000364,0.000364,0.000364
294,408565,1.01681,0.36032,0.00152,0.86463,0.8236,0.86343,0.67939,0.97824,0.36162,0.00185,0.000331,0.000331,0.000331
295,411140,1.01895,0.35241,0.00146,0.86198,0.81149,0.86174,0.67803,0.97803,0.36112,0.00185,0.000298,0.000298,0.000298
296,413704,1.0115,0.35896,0.00145,0.86203,0.81266,0.8617,0.67819,0.97811,0.36019,0.00185,0.000265,0.000265,0.000265
297,416237,1.01253,0.35217,0.00144,0.87242,0.81098,0.85935,0.67732,0.97829,0.36005,0.00185,0.000232,0.000232,0.000232
298,418774,1.01571,0.34492,0.00143,0.87832,0.81056,0.85976,0.67749,0.97882,0.35975,0.00185,0.000199,0.000199,0.000199
299,421320,0.99689,0.34376,0.00143,0.87943,0.8091,0.8592,0.67714,0.97887,0.35963,0.00185,0.000166,0.000166,0.000166
300,423867,1.01003,0.35224,0.00136,0.87939,0.80885,0.85883,0.67675,0.97877,0.35896,0.00186,0.000133,0.000133,0.000133
